Vehicle_ID,extracted_features
5,"[ 5.71028702e-02  9.09721628e-02 -4.42144424e-02 -6.64979294e-02
  6.43680766e-02  4.21509631e-02  1.52725624e-02  9.03211683e-02
  5.66377565e-02  2.74415538e-02 -2.77838632e-02  1.11633195e-02
  5.06661534e-02  2.91173588e-02 -4.43381257e-02 -7.65903369e-02
 -1.08479699e-02 -1.29030189e-02  4.76925448e-02 -2.64753234e-02
  6.66267499e-02 -1.60555709e-02 -9.43371560e-03  2.22050995e-02
 -7.40258470e-02 -1.16827581e-02  6.20519510e-03 -3.08325794e-02
  1.03328146e-01  7.22213387e-02  1.03162825e-02 -5.24508357e-02
 -5.46754850e-03  1.73760410e-02  3.93803604e-02 -1.14856511e-01
  4.63224947e-02  2.76308693e-02  1.79113820e-02 -2.50698645e-02
 -1.43196564e-02  9.53044370e-03  8.81270692e-03 -3.61771658e-02
  2.37842966e-02 -4.16102447e-02  2.45120190e-02 -6.62025139e-02
  6.44093519e-03 -4.22076508e-02 -5.66778146e-02  3.56823690e-02
 -2.43718941e-02  5.81302270e-02  4.68638837e-02 -2.44871788e-02
 -4.88613434e-02 -2.18340568e-03  7.05528632e-02  1.22692779e-01
 -4.62114364e-02 -8.28370731e-03  5.45596667e-02 -1.10618630e-02
  5.16029401e-03  2.70525347e-02  1.82686443e-03 -3.60567831e-02
 -1.57101117e-02  9.18889493e-02  1.99362915e-02 -2.13710740e-02
  2.86517921e-03 -4.91843857e-02 -5.89620918e-02 -2.58212816e-02
  2.94611845e-02  8.29584971e-02 -3.90970223e-02  5.43335974e-02
  5.97095266e-02  6.55715866e-03  3.24567989e-03 -1.37619087e-02
 -5.02501801e-02  7.32953800e-03 -1.12553112e-01  5.47843948e-02
 -8.91652703e-02  3.96620519e-02 -3.90975503e-03  2.23714225e-02
  5.07521927e-02 -4.32428494e-02 -3.85626741e-02 -6.51875958e-02
  3.06484606e-02  2.40898579e-02 -1.25681031e-02 -7.10358396e-02
  8.83192047e-02  2.68841479e-02  2.80851908e-02 -1.19089969e-02
 -7.03643709e-02 -2.37407003e-04 -9.18346122e-02 -1.73943285e-02
 -3.37945782e-02 -3.21812890e-02 -5.78681529e-02  7.43319243e-02
  6.95210174e-02  4.92248088e-02  7.34218433e-02 -1.95516855e-03
  3.55432071e-02 -5.96050099e-02  3.34601216e-02 -7.57939182e-03
 -1.12076080e-03  4.36930964e-03  1.88126937e-02  7.55680278e-02
  5.67106046e-02 -9.97871812e-03  5.20794466e-02  1.09784780e-02
  1.80999842e-02 -2.01813914e-02 -2.04776321e-03 -2.62346808e-02
  1.22542251e-02 -1.77398715e-02  7.23603666e-02 -4.78424802e-02
 -8.23606253e-02  2.82381917e-03  5.92175312e-02 -4.28030901e-02
  2.29874142e-02  3.66071216e-03 -5.24140000e-02  9.70630124e-02
 -3.51482630e-03 -4.98909317e-03 -1.92199443e-02  9.36321765e-02
  4.44453098e-02 -1.22116851e-02 -1.86008140e-02  7.32140169e-02
 -4.68315296e-02  5.58789037e-02 -5.15049659e-02 -1.04135066e-01
 -8.32312182e-03 -8.82613473e-03 -2.16197241e-02  2.98155434e-02
 -2.16647089e-02  7.22678527e-02  1.98980402e-02 -3.04400525e-03
 -2.95301601e-02 -8.65153968e-02  3.33589427e-02 -4.31209132e-02
  6.84619993e-02 -5.11607109e-03 -6.72355518e-02 -1.86545644e-02
  3.17870192e-02  3.63261811e-02  5.10846823e-03  2.82691116e-03
 -2.85750683e-02  4.33958843e-02  3.41027342e-02  2.75043286e-02
  6.16093632e-03 -1.29898125e-02  3.63122858e-02 -6.76101074e-02
  7.57874176e-02  3.71284038e-02  2.95963194e-02 -5.23399152e-02
  2.39233579e-02  3.59432176e-02  7.00054020e-02  3.13641950e-02
  3.00312247e-02 -1.44426730e-02  1.54801458e-02 -5.63357957e-02
 -1.25322770e-02  1.60860121e-02 -3.35229672e-02  2.82742344e-02
  1.24184107e-02 -6.25484809e-02  3.04022823e-02 -4.35927659e-02
 -9.06230323e-03 -2.77655036e-03 -4.42158692e-02 -8.08161683e-03
  1.88141335e-02 -4.17337604e-02  4.96967556e-03  8.68855119e-02
  3.47602665e-02 -5.89667931e-02  2.99590863e-02  2.15939200e-03
  3.58558483e-02 -7.99366534e-02 -3.50447930e-02 -2.68892758e-02
  5.14320694e-02  3.64382826e-02 -2.85313502e-02 -8.60620737e-02
 -4.25121188e-03 -2.61469632e-02 -2.95571378e-03 -2.78795455e-02
  4.63279337e-02 -3.53740193e-02  4.98850606e-02 -2.62469817e-02
  2.47483402e-02 -2.35220231e-02  2.50216536e-02 -4.93090376e-02
 -4.22394909e-02  2.24712491e-02 -4.47995961e-02 -6.70166239e-02
  7.84965348e-04 -2.53792740e-02  2.28694757e-03 -4.45260443e-02
 -1.86996683e-02 -1.32054090e-02  5.07435724e-02 -5.68765495e-03
 -6.89979363e-03 -4.81863171e-02  2.84109879e-02 -4.98042367e-02
  6.70776665e-02 -2.98611391e-02 -7.80306384e-03 -1.07464576e-02
  3.17841880e-02  9.53390449e-02 -6.10551462e-02  2.05275062e-02
 -1.02113388e-01  7.45188072e-03  2.21280511e-02  6.77117556e-02
  3.97828259e-02 -3.50309312e-02  2.55575739e-02  1.91078559e-02
  2.94151157e-02 -1.28335075e-03 -1.29741887e-02  1.72956157e-02
 -6.55879825e-02 -3.95277105e-02  4.16250043e-02 -7.26882890e-02
 -1.49306851e-02 -2.66782194e-02  2.94521973e-02 -5.27816936e-02
 -6.30503893e-02 -2.42561307e-02  3.53764333e-02  6.64451122e-02
  1.56498011e-02 -5.48255704e-02 -4.43477221e-02 -2.02966947e-02
  2.65430007e-02  1.43113518e-02 -6.51030848e-03  2.05244478e-02
 -4.90954369e-02  2.51514465e-02  4.56661591e-03  6.34653047e-02
 -3.91051061e-02  1.69114564e-02  2.77897064e-03 -3.02075571e-03
  2.19813734e-02  4.41040844e-03  8.47271364e-03  6.81014685e-03
 -1.02159968e-02 -2.52510887e-02  7.31707290e-02  2.06892341e-02
  7.99690336e-02  3.96668278e-02 -6.58611134e-02  2.99337134e-02
 -3.52905840e-02 -3.12104486e-02 -4.58251983e-02  2.81081232e-03
  1.52536267e-02  5.11890277e-02  5.23569211e-02  1.17547885e-02
  1.65054656e-03  2.79455055e-02 -3.04240119e-02 -2.94225346e-02
  4.87511791e-02  4.27866168e-02 -2.36680061e-02 -3.20880562e-02
  2.22666003e-02  2.09274180e-02  1.20184412e-02 -2.16937046e-02
 -5.15306043e-03  1.98243726e-02  6.42389804e-02  3.38479802e-02
 -7.02574058e-03  5.39547540e-02 -2.57831458e-02 -1.19149359e-02
  1.52313348e-03 -2.12968532e-02 -9.49437693e-02  2.77801622e-02
  5.35951219e-02 -2.62928382e-02 -2.18600351e-02  2.17042677e-02
 -3.62690276e-04 -7.31384568e-03  1.92267634e-02 -1.90210938e-02
 -5.55862784e-02 -7.81884342e-02 -6.51703449e-03  1.95744298e-02
 -2.93582622e-02  3.13685052e-02  9.22277570e-03  5.87993339e-02
 -8.10087472e-02  5.78545295e-02  7.10342918e-03  2.66498625e-02
  5.86466864e-02  3.59730907e-02  1.00228377e-01 -1.15504779e-01
 -1.78571716e-02 -6.45620897e-02  2.50449032e-02  1.50500806e-02
  9.06463154e-03 -6.94360435e-02  8.51391442e-03 -5.64654842e-02
 -4.64205816e-02 -3.51217762e-02  6.14978895e-02  3.28152664e-02
  3.40760872e-02  6.60275966e-02 -7.77773038e-02 -8.34686030e-03
  4.22994085e-02  3.16281281e-02 -2.01583579e-02  1.20978733e-03
  9.01833549e-02 -6.67622462e-02 -5.81949241e-02  1.14879590e-02
 -2.82918792e-02 -1.08765196e-02 -3.27160880e-02  1.84628330e-02
  2.88083833e-02 -3.10600568e-02 -2.89807655e-02 -5.05333506e-02
 -2.38265935e-02  3.25222649e-02 -1.13725653e-02  3.63543779e-02
 -1.63913574e-02 -2.21262183e-02  3.61101143e-02 -5.65470532e-02
  5.72883328e-05 -2.27346830e-02 -8.34418181e-03  4.78901565e-02
 -2.13613883e-02 -4.28502299e-02  2.38026120e-02 -4.21137437e-02
  3.79128233e-02  3.74219678e-02  4.34890091e-02 -1.50568141e-02
  4.30872431e-03  7.38285780e-02 -3.13203270e-03  1.74436532e-02
  1.40711199e-02  8.84736702e-02 -2.79943878e-03 -2.22507212e-02
 -6.00788034e-02  1.40923625e-02 -6.02384098e-02 -5.95103391e-02
  7.74577260e-02 -2.17337441e-02 -3.48819084e-02  8.65793787e-03
  5.17945066e-02  1.60900876e-02 -8.65435041e-03  2.93804370e-02
 -2.09284090e-02  2.17759032e-02  1.06072519e-02 -6.62917597e-03
 -8.48384295e-03 -3.26971188e-02 -2.56863539e-03  1.21870916e-02
  9.09876749e-02 -5.03548328e-03 -3.46846558e-04 -1.25233289e-02
 -3.54224034e-02  3.58427800e-02  2.58798003e-02  4.00700942e-02
  3.85615900e-02  1.13534532e-01 -5.55742625e-03  3.85537818e-02
  7.43841752e-03  2.70220749e-02 -9.84406564e-03  2.54628272e-03
  5.91873564e-02  4.62602638e-02  2.88971961e-02  2.03471091e-02
 -3.67068723e-02 -3.01452167e-02 -9.12548974e-02  1.92084396e-03
 -3.80737334e-02 -4.46366519e-02 -7.44204521e-02 -1.56517457e-02
 -4.67378050e-02  2.31912937e-02  1.02752307e-02 -4.03946005e-02
 -3.00781280e-02  7.16168201e-03 -8.92102420e-02  2.37370022e-02
  3.03281303e-02 -5.84463030e-03  3.12382001e-02  5.07007279e-02
  4.90565673e-02 -6.72532693e-02  1.09566590e-02  9.78881959e-03
 -7.91133568e-02  1.11657297e-02  5.10941297e-02  8.87544453e-02
 -6.35154694e-02 -9.42650717e-04 -3.08387019e-02 -3.43684517e-02
  7.27840215e-02  1.54725388e-01 -1.08274939e-02  3.95505726e-02
 -3.12617086e-02 -1.25387858e-03 -8.26830640e-02  8.10114667e-02
 -4.27412726e-02  7.87149668e-02  8.12229440e-02  9.50773899e-03]"
3,"[ 1.09970346e-01  8.47200155e-02 -8.23551696e-03  2.28514075e-02
  3.06855943e-02  6.08835891e-02 -8.69350433e-02  6.76046833e-02
  5.86055368e-02  4.31223512e-02  2.99886055e-02  1.74721051e-02
  6.53332425e-03  1.57208499e-02  4.34967987e-02 -2.07267608e-02
 -2.15974301e-02  5.99662140e-02 -9.78185609e-03  2.13234276e-02
 -5.09243552e-03 -2.26495080e-02 -4.61233780e-03  5.15316380e-03
 -1.31165946e-03  4.43611518e-02  1.11087402e-02  4.09033075e-02
  6.02212138e-02  7.34035149e-02  1.01058127e-03 -2.41320021e-03
 -3.65233500e-05  5.16607612e-02  7.36742169e-02 -5.56412302e-02
  2.65560485e-02  4.34789434e-02  8.27731788e-02 -1.46083608e-02
 -6.77982122e-02  8.85425135e-02 -3.33481841e-03 -2.73829605e-02
 -1.68894082e-02 -1.29735237e-02  1.48080606e-02 -1.22628093e-01
 -5.48237078e-02 -2.36256719e-02  2.89417454e-03 -5.03853313e-04
 -4.82545085e-02  3.33103724e-02  2.44891513e-02 -6.76306561e-02
 -2.71251313e-02 -3.79962698e-02  6.42322423e-03  3.64705399e-02
  2.00432222e-02 -6.88627660e-02  1.63282529e-02 -2.37841178e-02
 -1.23430016e-02  8.64453316e-02 -6.72098920e-02 -1.85945295e-02
 -1.11856639e-01  4.06055264e-02  2.91682803e-03  2.80375835e-02
 -1.32810487e-03 -6.17070235e-02  4.65099402e-02  1.16758095e-02
  6.77202269e-02  1.07476003e-01 -1.47828367e-02  4.10440564e-02
 -5.04468218e-04 -2.69076526e-02 -7.10184744e-04  2.13941541e-02
 -5.69112711e-02 -5.03001064e-02 -7.26880357e-02 -4.38287929e-02
 -3.09800673e-02  2.74082040e-03 -3.76941301e-02 -2.74122506e-02
 -2.00019497e-02 -7.64612779e-02 -9.79145244e-02 -2.11723913e-02
 -2.23965347e-02  6.09912910e-02  5.46734147e-02 -9.75906178e-02
  5.70340529e-02  2.10289061e-02  1.88004912e-03 -3.56114805e-02
 -2.88713630e-02  1.31145418e-02 -3.62289734e-02 -2.37561129e-02
 -6.13325648e-02 -9.00500081e-03 -1.67405382e-02  1.01481497e-01
  1.95873640e-02  8.50298628e-03  1.42849041e-02  4.03748825e-03
 -5.27448468e-02 -8.85589942e-02  3.67374644e-02 -4.98841740e-02
 -2.76873913e-03  3.20650148e-03 -3.62856016e-02 -1.93554233e-03
  4.64749932e-02 -1.18712187e-02  6.73592789e-03 -2.86009274e-02
 -1.19016506e-03  5.63092809e-03  1.58871664e-03 -4.48413789e-02
 -2.11892985e-02  7.91658368e-03  4.38973345e-02 -1.57914252e-03
 -1.21310707e-02  7.04209432e-02  3.87812667e-02 -5.10223284e-02
 -3.88497077e-02  4.07490656e-02 -3.18761431e-02  9.09733027e-02
  2.14360766e-02 -9.03383121e-02  2.90941447e-03  3.11064050e-02
 -1.50502631e-02 -1.29240807e-02 -2.28756038e-03  2.16007773e-02
 -6.66418746e-02  5.67863360e-02 -4.61809076e-02 -1.01543730e-02
 -4.97007230e-03  6.01272248e-02 -2.59400792e-02 -4.58482391e-04
 -4.92527485e-02  7.60885552e-02  8.26889928e-03  7.24667916e-03
 -5.46541326e-02 -4.75907475e-02 -9.17980075e-03 -3.38256583e-02
  1.04431875e-01 -2.59752758e-02 -9.49365795e-02  5.85530214e-02
 -2.79562213e-02  4.09430228e-02  3.14053595e-02 -2.06731707e-02
 -6.38618544e-02 -3.13574225e-02  2.16955375e-02  1.33175869e-02
 -1.50166582e-02 -2.11667828e-02  1.89516246e-02 -7.44114295e-02
  8.50393772e-02 -2.17818562e-02  3.10959481e-02  6.96369633e-03
  1.05726197e-02  1.95985287e-02  5.25899641e-02 -1.23232771e-02
  4.13831510e-03  6.25673980e-02  4.03371267e-02 -5.73494360e-02
  1.45753892e-02  8.01592618e-02 -1.27447955e-02 -1.13435844e-02
 -1.15593076e-02 -4.76665758e-02 -2.25657187e-02 -8.89948383e-02
  7.89669342e-03 -3.64646837e-02  6.00278489e-02 -7.32368045e-03
  2.17583571e-02  5.11347279e-02 -6.81886403e-03 -4.93930699e-03
  3.88163105e-02 -1.54069588e-02 -8.61046929e-03 -9.12105739e-02
 -4.20589298e-02 -1.19778672e-02 -5.33810146e-02  8.57103709e-03
 -8.59780908e-02 -3.49474251e-02 -2.59561706e-02 -1.22907301e-02
 -6.85258955e-03 -2.44692918e-02 -6.73523322e-02 -1.10299692e-01
  5.28583350e-03 -1.75674222e-02 -4.84558456e-02  5.63334674e-02
 -6.39586374e-02  2.69801542e-02 -1.57323442e-02 -5.13456352e-02
 -2.91127358e-02 -1.74222998e-02 -2.41256598e-02 -6.62749186e-02
 -1.86371636e-02 -5.19916043e-02  3.19362693e-02  2.26192977e-02
  1.51741114e-02  7.78161082e-03 -8.74355063e-03  1.62760746e-02
 -2.80608404e-02 -4.94546294e-02 -2.17113346e-02 -4.17886749e-02
  7.98744634e-02 -1.87085941e-02  2.03092359e-02  5.12376726e-02
  5.01392409e-02  3.04611102e-02 -4.35176678e-02 -1.92087828e-05
 -2.26123780e-02  3.19255218e-02  2.11176518e-02  6.88013583e-02
  1.10842384e-01 -3.79411876e-02  6.84825587e-04  3.01827975e-02
 -1.84054226e-02  7.30587344e-04  3.23390849e-02  2.72294437e-03
 -5.02299294e-02 -1.13145160e-02  4.56704013e-02 -5.27981780e-02
  2.64560133e-02 -4.62919194e-03  3.23716253e-02 -1.81746436e-03
 -1.63496900e-02  4.46450226e-02  1.57688092e-02 -1.79094672e-02
  5.44829927e-02 -7.55445957e-02 -1.50586981e-02 -8.09671953e-02
 -2.74149422e-02  2.51019862e-03  9.58174001e-03 -1.80817451e-02
 -2.71662604e-02  3.26167867e-02 -1.24650896e-02  4.73277979e-02
  2.39893328e-02  2.49092113e-02 -1.09404214e-02 -1.75583437e-02
 -5.12649193e-02 -1.55916223e-02  1.31968781e-01  4.01752554e-02
 -1.85180325e-02 -4.71647456e-02  4.39496338e-02  3.76321450e-02
 -2.64102463e-02 -5.26179979e-03 -2.46360954e-02  7.64325038e-02
 -1.00999912e-02  1.29295886e-02  7.46118790e-03 -3.54282074e-02
  2.37369202e-02 -4.88412231e-02  4.42976318e-02 -6.63630292e-02
  4.50965529e-03 -1.98078193e-02 -6.09763972e-02 -9.87608731e-02
  3.40040997e-02 -8.85669887e-03 -3.08648422e-02 -1.82866852e-03
  4.19775844e-02 -1.61996819e-02 -3.96901928e-02 -1.98586006e-02
  5.25172660e-03 -9.40134190e-03  5.97252510e-03  4.29746024e-02
 -6.07266910e-02  4.58250828e-02 -8.63763243e-02 -6.42147660e-03
  7.88567290e-02  8.45686067e-03  5.40352310e-04  4.98615503e-02
  7.88496733e-02  4.07163501e-02 -2.52615102e-02 -5.70830703e-02
  9.11448244e-03  2.42412533e-03  2.01694947e-02  5.94431581e-03
  1.40072573e-02 -2.64015719e-02 -7.13297399e-03 -6.19759150e-02
 -4.72765528e-02  1.99780166e-02  1.26805361e-02  1.04087882e-03
 -8.34711269e-02  6.88097179e-02  1.88790765e-02  1.36403684e-02
  2.08694930e-03  3.42016108e-02 -4.69077006e-03 -6.84937909e-02
  9.18781683e-02 -4.62598540e-02  2.93303709e-02 -5.38981054e-03
  9.75541491e-03 -1.26963541e-01 -3.09481286e-02 -2.91100908e-02
 -2.95851845e-02 -4.02986594e-02  2.27772607e-03 -4.62398976e-02
 -1.29317772e-02  2.58298665e-02 -8.66249278e-02 -1.42756142e-02
 -4.29161155e-04  6.45019580e-04  1.03487587e-02 -4.04255418e-03
  1.27762005e-01 -7.30740055e-02  1.45955151e-02  3.29898037e-02
 -8.47263262e-02  1.98362991e-02 -4.39685434e-02  8.31473246e-03
 -2.91563533e-02 -5.36339693e-02  3.87597084e-02 -5.02431579e-02
  3.72280367e-02  6.77461028e-02 -9.07007977e-02 -6.17785472e-03
  2.21425910e-02 -4.54722196e-02  2.94015016e-02 -6.56005042e-03
  8.31710361e-03 -4.56097350e-03 -1.63683500e-02  4.54635127e-03
  1.85381249e-02 -1.79515742e-02  2.56689992e-02 -3.92264165e-02
  3.76178771e-02  5.37972525e-02  2.00861655e-02 -1.99898239e-02
 -2.47835089e-02  3.70276123e-02 -1.05828885e-02  4.94947173e-02
  5.45896143e-02 -2.67185401e-02  4.24034223e-02  2.08486449e-02
 -2.00606976e-02  3.02458815e-02 -1.17567740e-01 -1.59778539e-02
  5.66138476e-02  4.90307733e-02 -1.09584808e-01 -2.17073001e-02
  5.39754145e-02  1.99518278e-02  8.13476555e-03 -3.19629200e-02
  1.15746252e-01  4.95281853e-02  8.53811111e-03  1.46125033e-02
  2.02347711e-02  2.15375912e-03 -7.97620267e-02  2.87012570e-02
  6.71188161e-02  6.05108636e-03  4.77212761e-03 -1.27336616e-02
 -4.69609257e-03  2.13112831e-02  3.92132103e-02  6.02439344e-02
  3.13751213e-02  9.22315866e-02  7.88697600e-02 -2.31620092e-02
  2.25815196e-02  7.80253187e-02 -2.86381505e-02 -1.20858839e-02
 -8.91195051e-03  4.35321182e-02 -3.01032607e-03  3.63308447e-03
 -8.46859068e-03 -4.93267924e-02 -3.33856679e-02  4.66863886e-02
 -2.99978396e-03 -3.45745347e-02 -5.71154384e-03 -3.42701226e-02
  1.76947508e-02 -1.90888736e-02  1.59719624e-02 -3.21056247e-02
  1.31234126e-02 -7.48491008e-03 -3.02164052e-02  2.31298851e-03
  3.39898318e-02 -1.45550892e-02 -5.38935065e-02  4.10197601e-02
  4.29826975e-02  2.77342796e-02  3.57507803e-02  1.02804312e-02
 -5.48065193e-02 -2.63873152e-02 -1.49798696e-03  9.58174095e-02
 -4.77268659e-02  2.76167272e-03 -2.27305498e-02 -4.79595475e-02
 -1.81709789e-02  4.17695642e-02 -5.22695482e-02  2.36316081e-02
 -5.82723971e-03  6.19949133e-04 -1.28727689e-01  3.93345654e-02
 -3.57981101e-02  1.14818074e-01  2.44903564e-02 -1.87874753e-02]"
6,"[-0.02620966  0.1005084  -0.00810446  0.0078353   0.02639252 -0.00398409
  0.00096284 -0.02996771  0.00548076  0.00177337 -0.03031055 -0.09341383
 -0.00396094  0.07235125  0.04060541  0.0155903   0.01994017  0.09528866
 -0.01788421  0.0297921   0.01651662 -0.02872837 -0.04902538 -0.03484802
 -0.05662698  0.0625802   0.00773252  0.00825668  0.00157048  0.06765962
 -0.0063646   0.02375693  0.06758824  0.04004348  0.08092455  0.01212116
  0.06379809  0.09923708 -0.02010724 -0.00927524 -0.03603185  0.12246192
  0.01960165 -0.06022711 -0.00386431  0.06348354 -0.07576976 -0.0594336
 -0.06074162 -0.03571373  0.05232494 -0.0217887   0.02463199 -0.01051992
 -0.04432318 -0.07633901  0.0259115   0.06014017  0.02536444 -0.02075638
  0.01444192 -0.09976105 -0.00646768  0.01355918 -0.0682222   0.08472347
  0.03202055 -0.00399634 -0.10997003  0.09680499 -0.03519921 -0.01996733
  0.01370739 -0.06053719  0.06863149  0.01000521  0.01494465  0.04452479
  0.03109878 -0.03600761 -0.01194668 -0.07220388 -0.0024325   0.01194243
  0.02607192 -0.07062656 -0.05818307  0.02099324 -0.02282069  0.00531185
 -0.03592298 -0.04034141 -0.0390658   0.03380556 -0.04691385 -0.02591886
 -0.00970596  0.03432052  0.04378508 -0.0157174   0.01492997 -0.0043221
 -0.07824747 -0.05646735  0.00656572 -0.01026809 -0.00385694  0.01259561
  0.01744953 -0.04016562 -0.08479988 -0.00808276 -0.003702    0.01935721
 -0.0078824  -0.02071464 -0.0124981   0.0432908   0.03304071 -0.03696018
 -0.01100455 -0.00811538  0.04087634  0.01765601  0.01246171 -0.01206004
  0.10421972  0.0162605  -0.00207752  0.05738951 -0.00519999 -0.02561586
  0.05137656 -0.00283729  0.05739444  0.01109021 -0.01333457  0.01806295
 -0.05366946 -0.00319805 -0.05388862  0.00546884 -0.00808217  0.05975775
 -0.02484584 -0.04573593  0.0086826   0.01662629 -0.06133973 -0.00088695
  0.04528273 -0.00986536 -0.04181346  0.00792681 -0.02281766 -0.00789805
 -0.00270506  0.0160136   0.07881513 -0.01328582 -0.06027893  0.06984672
  0.0320248   0.02960447  0.00785844  0.00163767 -0.00883107 -0.09200379
  0.07068522 -0.03589413 -0.03035901 -0.07952794 -0.03847331 -0.0333798
  0.10873256 -0.01820365 -0.04483761  0.01058993 -0.04041725 -0.01090294
  0.03324007 -0.03229658 -0.0118991   0.01832909  0.07449722 -0.0160185
 -0.00644075 -0.01123049  0.00175625  0.04618314  0.03889989 -0.00256571
  0.03851652  0.00089036 -0.0187034  -0.01094338  0.06091525  0.03696115
 -0.0048437   0.10881976 -0.0535082   0.03690583 -0.01164105 -0.09825576
  0.00459678 -0.08736166 -0.04360972  0.01842384 -0.06741016 -0.0476163
 -0.02205783 -0.06655426 -0.01619634  0.02450068  0.00477588 -0.07102686
  0.02242928 -0.02613197 -0.00154079  0.00773435 -0.07354198  0.03648022
  0.05129773  0.01001662 -0.02187461 -0.02247547 -0.0068043  -0.03941478
  0.02946606  0.04417736 -0.05042475  0.02168277 -0.00309338 -0.06311291
 -0.01952919 -0.02180217 -0.01603113 -0.03276084 -0.01846015 -0.07724674
 -0.05136643 -0.07488844  0.07541722  0.05142068  0.02208284  0.06414881
 -0.00729381  0.02802178 -0.01686408 -0.07749206  0.01881353 -0.03844608
  0.08235844  0.02177042  0.02273449  0.03855591 -0.02428359  0.04035536
 -0.07121452  0.01026711 -0.02661353 -0.05561626  0.01452069  0.04268521
  0.03031394 -0.00257306  0.07472215 -0.03063776  0.01915033 -0.0270828
  0.00567222 -0.00643777 -0.02762408 -0.01759287  0.02121724 -0.04239848
  0.0182522   0.03329271 -0.0180169  -0.02811293 -0.05118246  0.0424569
  0.02937214  0.0094519   0.0632426   0.01731141 -0.05716747 -0.02907689
 -0.06383121 -0.01335596  0.00703699  0.01613684  0.01174272  0.01825736
 -0.01469396  0.00502141  0.02664395  0.10332375  0.00722095 -0.00987127
 -0.08133183 -0.06027161  0.08138183  0.02013836  0.01436496 -0.02020522
 -0.02274207  0.03281556 -0.04727077 -0.00051454 -0.01454233  0.06581511
 -0.04108201 -0.00569763  0.05890321  0.06108692 -0.01750831 -0.03724183
  0.05991687 -0.09195677 -0.03007681  0.01917549  0.04723724 -0.08394907
  0.03886634 -0.04341608 -0.11333019  0.01191549  0.02142376 -0.02047507
 -0.11734734 -0.05953977  0.06254815  0.01419087  0.04519254  0.03327188
 -0.01461347  0.0208669   0.05229852  0.05628918  0.0818274  -0.02329142
 -0.03483949  0.0365384   0.0399048   0.10831239 -0.0380909   0.0046105
  0.01253843  0.01985082 -0.03328617  0.00843429  0.01626982 -0.02054751
  0.00286683 -0.02939974  0.01188628  0.03680401  0.00231117  0.03505736
 -0.03475356  0.03834943 -0.02228114 -0.04349133  0.00227118 -0.0042666
  0.01882393 -0.04805725  0.07346942 -0.01687299  0.00466774  0.02233904
 -0.04781028 -0.0383162   0.06269666  0.05188952 -0.0621073  -0.06770448
 -0.0356126  -0.00173671 -0.03694441 -0.02103996 -0.11145249 -0.00771132
  0.04569168  0.02803532 -0.01557257  0.0330779   0.05354188 -0.11187011
  0.03392773  0.02472128 -0.02802801 -0.00684137  0.04104709 -0.05801125
  0.01114607 -0.10915758 -0.03658412 -0.04132211 -0.01829643  0.00575931
  0.00760388 -0.09434109  0.03595854 -0.03847869  0.06585001  0.01641261
 -0.06161995 -0.00217478 -0.04494689  0.03535569 -0.0476184  -0.02696949
  0.02035747 -0.04805516  0.01070448  0.04632232  0.0138039  -0.05506943
  0.01049239 -0.02629742 -0.07137235  0.04420141  0.00731622  0.01761759
  0.04120626  0.02684802  0.00393615 -0.0082841  -0.04286302 -0.03953202
  0.11336645  0.05099525 -0.0047352  -0.09145162 -0.01252402  0.05584632
 -0.00474839 -0.01669363  0.05687333 -0.02848251  0.06722998  0.01320424
  0.0617538  -0.10006764 -0.03641588  0.02812686 -0.00836973 -0.07518608
  0.01161745  0.02884424  0.0280251   0.01096311 -0.04689185 -0.03867909
 -0.01253384  0.06687398  0.05875447 -0.03541443  0.02277488  0.03232478
 -0.04634685  0.08271715 -0.0549492   0.01075493 -0.04457947 -0.01752746
 -0.02016978 -0.04616961  0.06796071  0.00546006  0.03278366 -0.05768216
  0.11356564  0.02284762 -0.09378747  0.03162606 -0.01650841 -0.02755666
 -0.060907   -0.01190846 -0.00107183 -0.03720044  0.03951842  0.00354842
  0.01851966  0.00492536 -0.01108546  0.00626818  0.01299561 -0.01882241
 -0.01293713 -0.03169645 -0.00444775 -0.01789417  0.04004614  0.00998487
 -0.03199306 -0.04857453  0.01193057 -0.00186158  0.05053028 -0.01952422
  0.0160555   0.07023774 -0.03581658 -0.06326899  0.01204368  0.10646159
  0.03700807 -0.00230653]"
