0,train,1.3158,0.0971
0,val,10.3176,0.0000
1,train,1.4161,0.4334
1,val,12.0262,0.0000
2,train,1.6422,0.5700
2,val,13.2533,0.0000
3,train,1.5337,0.6668
3,val,13.8297,0.0000
4,train,1.2646,0.7321
4,val,14.3019,0.0000
5,train,1.1440,0.7645
5,val,14.1098,0.0000
6,train,1.0552,0.7880
6,val,13.9129,0.0000
7,train,1.0211,0.7972
7,val,14.8609,0.0000
8,train,0.9597,0.8142
8,val,13.6734,0.0000
9,train,0.9267,0.8230
9,val,13.8675,0.0000
10,train,0.4927,0.9395
10,val,13.7789,0.0000
11,train,0.3940,0.9659
11,val,13.5972,0.0000
12,train,0.3778,0.9703
12,val,13.3083,0.0000
13,train,0.3667,0.9744
13,val,13.2557,0.0000
14,train,0.3624,0.9764
14,val,13.0420,0.0000
15,train,0.3594,0.9781
15,val,12.8645,0.0000
16,train,0.3569,0.9794
16,val,12.7495,0.0000
17,train,0.3539,0.9809
17,val,12.4647,0.0000
18,train,0.3526,0.9815
18,val,12.5042,0.0000
19,train,0.3489,0.9830
19,val,12.4301,0.0000
