0,train,0.0700,0.0526
0,val,0.0568,0.1182
1,train,0.1465,0.0537
1,val,0.0462,0.0712
2,train,0.2176,0.0581
2,val,0.0438,0.0627
3,train,0.2516,0.0585
3,val,0.0340,0.0342
4,train,0.2532,0.0500
4,val,0.0230,0.0057
5,train,0.2531,0.0559
5,val,0.0386,0.0128
6,train,0.2525,0.0537
6,val,0.0382,0.0399
7,train,0.2520,0.0533
7,val,0.0470,0.0142
8,train,0.2542,0.0530
8,val,0.0425,0.0199
9,train,0.2496,0.0471
9,val,0.0395,0.0370
10,train,0.2393,0.0493
10,val,0.0401,0.0128
11,train,0.2173,0.0544
11,val,0.0382,0.0214
12,train,0.1990,0.0508
12,val,0.0358,0.0242
13,train,0.1790,0.0515
13,val,0.0366,0.0157
14,train,0.1852,0.0581
14,val,0.0361,0.0157
15,train,0.1845,0.0489
15,val,0.0381,0.0171
16,train,0.1866,0.0526
16,val,0.0403,0.0199
17,train,0.1773,0.0710
17,val,0.0369,0.0100
18,train,0.1714,0.0669
18,val,0.0394,0.0271
19,train,0.1705,0.0611
19,val,0.0385,0.0228
