0,train,0.4701,0.5206
0,val,1.0860,0.7273
1,train,0.6114,0.7335
1,val,1.0214,0.7631
2,train,0.7804,0.7846
2,val,0.7194,0.8220
3,train,0.6505,0.8469
3,val,0.3543,0.9164
4,train,0.4588,0.8956
4,val,0.2691,0.9360
5,train,0.3974,0.9149
5,val,0.2157,0.9575
6,train,0.3511,0.9238
6,val,0.3651,0.9079
7,train,0.3389,0.9255
7,val,0.1695,0.9651
8,train,0.3238,0.9310
8,val,0.2082,0.9531
9,train,0.3264,0.9312
9,val,0.1574,0.9658
10,train,0.1277,0.9794
10,val,0.0257,0.9964
11,train,0.0864,0.9876
11,val,0.0219,0.9977
12,train,0.0792,0.9882
12,val,0.0196,0.9976
13,train,0.0695,0.9895
13,val,0.0170,0.9982
14,train,0.0629,0.9901
14,val,0.0161,0.9986
15,train,0.0602,0.9912
15,val,0.0164,0.9986
16,train,0.0656,0.9911
16,val,0.0158,0.9990
17,train,0.0610,0.9916
17,val,0.0159,0.9987
18,train,0.0531,0.9918
18,val,0.0164,0.9993
19,train,0.0562,0.9924
19,val,0.0133,0.9994
