0,train,0.1653,0.8267
0,val,0.0630,0.9868
1,train,0.1760,0.9761
1,val,0.0203,0.9944
2,train,0.2870,0.9746
2,val,0.0725,0.9843
3,train,0.3060,0.9779
3,val,0.0141,0.9958
4,train,0.2488,0.9874
4,val,0.0078,0.9972
5,train,0.2238,0.9902
5,val,0.0402,0.9955
6,train,0.1920,0.9923
6,val,0.0165,0.9951
7,train,0.1831,0.9938
7,val,0.0207,0.9979
8,train,0.1632,0.9935
8,val,0.0219,0.9972
9,train,0.1375,0.9952
9,val,0.0136,0.9958
10,train,0.0927,0.9959
10,val,0.0087,0.9983
11,train,0.0802,0.9973
11,val,0.0068,0.9983
12,train,0.0489,0.9979
12,val,0.0078,0.9986
13,train,0.0436,0.9976
13,val,0.0068,0.9986
14,train,0.0423,0.9979
14,val,0.0064,0.9986
15,train,0.0294,0.9983
15,val,0.0063,0.9986
16,train,0.0436,0.9974
16,val,0.0061,0.9986
17,train,0.0359,0.9977
17,val,0.0073,0.9986
18,train,0.0322,0.9982
18,val,0.0067,0.9986
19,train,0.0371,0.9980
19,val,0.0064,0.9986
