6n,train,0.0274,0.7049
6n,val,0.9075,0.5995
7,train,0.2398,0.8032
7,val,0.9221,0.6822
8,train,0.2414,0.7519
8,val,0.9176,0.6770
9,train,0.2412,0.6218
9,val,0.9102,0.6708
10,train,0.2416,0.5557
10,val,0.9216,0.6983
11,train,0.2412,0.5812
11,val,0.9261,0.7081
12,train,0.2409,0.5871
12,val,0.9237,0.7061
13,train,0.2399,0.5890
13,val,0.9252,0.7115
14,train,0.2388,0.5866
14,val,0.9254,0.7098
15,train,0.2403,0.5829
15,val,0.9301,0.7136
16,train,0.2391,0.5761
16,val,0.9280,0.7110
17,train,0.2392,0.5697
17,val,0.9287,0.7149
18,train,0.2396,0.5593
18,val,0.9310,0.7115
19,train,0.2388,0.5520
19,val,0.9281,0.7132
20,train,0.2385,0.5460
20,val,0.9268,0.7146
21,train,0.2383,0.5482
21,val,0.9275,0.7167
22,train,0.2373,0.5512
22,val,0.9279,0.7157
23,train,0.2368,0.5529
23,val,0.9282,0.7191
24,train,0.2350,0.5520
24,val,0.9275,0.7182
25,train,0.2374,0.5558
25,val,0.9298,0.7211
26,train,0.2368,0.5556
26,val,0.9281,0.7212
27,train,0.2365,0.5593
27,val,0.9299,0.7217
28,train,0.2359,0.5616
28,val,0.9291,0.7204
29,train,0.2363,0.5602
29,val,0.9302,0.7228
30,train,0.2353,0.5623
30,val,0.9300,0.7216
31,train,0.2365,0.5618
31,val,0.9306,0.7228
32,train,0.2366,0.5607
32,val,0.9315,0.7229
33,train,0.2362,0.5620
33,val,0.9294,0.7216
34,train,0.2370,0.5605
34,val,0.9299,0.7226
35,train,0.2361,0.5632
35,val,0.9317,0.7232
36,train,0.2355,0.5634
36,val,0.9297,0.7225
37,train,0.2364,0.5626
37,val,0.9294,0.7223
38,train,0.2359,0.5618
38,val,0.9308,0.7215
39,train,0.2354,0.5621
39,val,0.9303,0.7230
