0,train,0.2961,0.6950
0,val,1.0699,0.7066
1,train,0.4388,0.8558
1,val,0.8672,0.7882
2,train,0.6291,0.8740
2,val,0.9154,0.7663
3,train,0.6831,0.8891
3,val,1.0082,0.7770
4,train,0.6262,0.9039
4,val,0.7961,0.8179
5,train,0.5970,0.9106
5,val,0.6604,0.8548
6,train,0.5733,0.9168
6,val,0.5771,0.8800
7,train,0.5602,0.9202
7,val,0.7082,0.8568
8,train,0.5356,0.9234
8,val,0.6176,0.8546
9,train,0.5250,0.9247
9,val,0.6088,0.8736
10,train,0.3673,0.9565
10,val,0.4201,0.9293
11,train,0.3087,0.9647
11,val,0.3957,0.9316
12,train,0.2863,0.9676
12,val,0.3958,0.9337
13,train,0.2769,0.9685
13,val,0.4001,0.9284
14,train,0.2614,0.9709
14,val,0.4075,0.9280
15,train,0.2639,0.9706
15,val,0.3988,0.9343
16,train,0.2415,0.9731
16,val,0.3982,0.9329
17,train,0.2423,0.9734
17,val,0.3853,0.9352
18,train,0.2353,0.9745
18,val,0.4279,0.9239
19,train,0.2254,0.9764
19,val,0.4046,0.9320
