camera_id,count,mean,std,p0013,p02,p05
S01c003,1000068,0.9042456578605687,0.11520448685913946,0.330572635281086,0.5594213509559631,0.6623088896274567
S01c002,1035780,0.8793629719965038,0.11953064851438201,0.3910840988367796,0.5315811502933502,0.612071818113327
S01c004,1066089,0.9099878481635566,0.10806309833034651,0.2618018945932388,0.5805885791778564,0.6747396230697632
S01c001,198263,0.8708100356248215,0.11639095184027101,0.32442871762514114,0.5352738380432129,0.6268920361995697
