vehicle_id,camera_id,count,mean,std,p0013,p02,p05
59,S01c001,55,0.9327057600021362,0.02675813063979149,0.8634665356874466,0.869652955532074,0.888940018415451
59,S01c002,10,0.8978776931762695,0.07464613020420074,0.760167296820879,0.767330733537674,0.7788228780031204
59,S01c004,1326,0.8200864195823669,0.11633455753326416,0.30793803922832014,0.48240087926387787,0.5852550119161606
61,S01c003,666,0.8498973250389099,0.08562228828668594,0.6067911860644817,0.6573581576347352,0.6952413022518158
61,S01c001,15,0.9471476078033447,0.019536826759576797,0.9223294103264809,0.9224809455871582,0.922724050283432
61,S01c002,55,0.9293270707130432,0.04649965837597847,0.8199895014166831,0.8211354184150695,0.8262406289577484
61,S01c004,820,0.8844115734100342,0.06694835424423218,0.6824567383825779,0.7102125263214112,0.7563820153474807
63,S01c003,465,0.7772709727287292,0.16265282034873962,0.3902807937145233,0.4308370566368103,0.4624406635761261
63,S01c001,15,0.9550853967666626,0.019644631072878838,0.9139901254057884,0.9173071575164795,0.9226285994052887
63,S01c002,45,0.9244164228439331,0.04329163581132889,0.8182718106508255,0.8275161147117615,0.8349507570266723
63,S01c004,861,0.7419825196266174,0.16776785254478455,0.3441089686751366,0.4120642840862274,0.46156612038612366
64,S01c003,561,0.8057848215103149,0.12434936314821243,0.39679856395721436,0.5249840974807739,0.5796689391136169
64,S01c001,28,0.923505961894989,0.04207923263311386,0.8468680152535438,0.851901421546936,0.8567537218332291
64,S01c002,36,0.9177044630050659,0.03433642536401749,0.8552054669260979,0.8603762507438659,0.8676203340291977
64,S01c004,990,0.7450641393661499,0.17915622889995575,0.33368114365041257,0.3879896783828735,0.42753802090883253
62,S01c003,1596,0.737701952457428,0.14492160081863403,0.3676403895318508,0.4384211331605911,0.4934860020875931
62,S01c001,12090,0.7805795669555664,0.1562209278345108,0.23202316054403782,0.36140667080879213,0.4659627079963684
65,S01c003,465,0.7915596961975098,0.09668345749378204,0.5191384015083313,0.5778313779830933,0.615531063079834
65,S01c001,55,0.8777164220809937,0.046376895159482956,0.7680091007828712,0.7848141932487488,0.8185763478279113
65,S01c004,595,0.7641488909721375,0.1577523797750473,0.35615217270851135,0.44239960312843324,0.4888853520154953
66,S01c003,351,0.8004381656646729,0.11717050522565842,0.5097496898472309,0.5665414333343506,0.5889659821987152
66,S01c001,45,0.8879465460777283,0.05700287967920303,0.7198656357765197,0.7478244876861573,0.76861492395401
