vehicle_id,camera_id,count,mean,std,p0013,p02,p05,p10
61,S01c003,91,0.9254517555236816,0.04689768701791763,0.75887144780159,0.8034921526908875,0.8371179103851318,0.862914502620697
61,S01c001,15,0.9471476078033447,0.019536826759576797,0.9223294103264809,0.9224809455871582,0.922724050283432,0.9230536699295044
61,S01c002,45,0.9300888776779175,0.049644168466329575,0.8199762009382248,0.820818018913269,0.8241927623748779,0.8428872942924499
61,S01c004,91,0.9458662867546082,0.0316951759159565,0.8608426713347435,0.8704364657402038,0.8898788094520569,0.90077805519104
63,S01c003,91,0.9174475073814392,0.0565577894449234,0.7517279025316238,0.7560002446174622,0.7938106954097748,0.8464651107788086
63,S01c001,15,0.9550853967666626,0.019644631072878838,0.9139901254057884,0.9173071575164795,0.9226285994052887,0.9281936883926392
63,S01c002,36,0.9220726490020752,0.044041141867637634,0.8181403590738774,0.8254937827587128,0.8324065953493118,0.8447860479354858
63,S01c004,91,0.9140008091926575,0.04518516734242439,0.7722046009898186,0.8020169138908386,0.8273217976093292,0.8555625081062317
64,S01c003,153,0.8818292617797852,0.07781516015529633,0.6371225535392762,0.652872953414917,0.73658686876297,0.7706767559051514
64,S01c001,28,0.923505961894989,0.04207923263311386,0.8468680152535438,0.851901421546936,0.8567537218332291,0.8598543226718902
64,S01c002,36,0.9177044630050659,0.03433642536401749,0.8552054669260979,0.8603762507438659,0.8676203340291977,0.8756417632102966
64,S01c004,153,0.9247201085090637,0.03653266280889511,0.8175004379749298,0.835539128780365,0.8532054781913757,0.8726411700248718
62,S01c003,78,0.9310058951377869,0.03479299694299698,0.8698520469903946,0.873674635887146,0.8751379519701004,0.8790213763713837
62,S01c001,6105,0.8578633666038513,0.09443935006856918,0.49460256147384646,0.6135660147666931,0.6804884314537049,0.7150752305984497
65,S01c003,28,0.8629947304725647,0.06817910075187683,0.7143058813393116,0.7189272654056549,0.7346988141536712,0.775836044549942
65,S01c001,45,0.8816061019897461,0.04177781194448471,0.8155994659423829,0.8274515175819397,0.8311169862747192,0.8351110696792603
65,S01c004,171,0.8498653769493103,0.10015272349119186,0.5661819897890091,0.6023525595664978,0.6597112417221069,0.6962239742279053
66,S01c003,66,0.8895158171653748,0.06500373780727386,0.7516626617312432,0.7657772541046143,0.772288054227829,0.7869596779346466
66,S01c001,36,0.9088017344474792,0.03212276101112366,0.8405374661386013,0.8476671993732452,0.8568743914365768,0.8726109266281128
66,S01c002,6,0.8993155360221863,0.04558167979121208,0.816728480041027,0.821938943862915,0.830297976732254,0.8442296981811523
66,S01c004,190,0.9088446497917175,0.06544452905654907,0.7019569217205047,0.7332492399215699,0.7795869648456574,0.8027953565120697
67,S01c003,91,0.934763491153717,0.031337786465883255,0.8368743580579757,0.8650010108947754,0.8808889091014862,0.8922997713088989
67,S01c001,10,0.9331809878349304,0.026342466473579407,0.8905376531720162,0.8916030144691467,0.8933121502399445,0.8961607098579407
67,S01c002,36,0.9270290732383728,0.035098232328891754,0.8348055607378483,0.8393944919109344,0.848717600107193,0.8841915726661682
67,S01c004,91,0.9056413173675537,0.07171870768070221,0.6719405167102813,0.7185890555381775,0.7727759182453156,0.8034759163856506
68,S01c003,21,0.8973610997200012,0.06169269606471062,0.7849870604276658,0.7866165041923523,0.7892305850982666,0.8079646825790405
68,S01c001,36,0.8989260792732239,0.04914948344230652,0.794509686589241,0.7972315788269043,0.8220761567354202,0.834479808807373
