camera_id,count,mean,std,p0013,p02,p05,p10
S01c003,406670,0.943467698329436,0.0837281337705326,0.474614602610469,0.690373741388321,0.729320412874222,0.844867300987244
S01c002,415097,0.949700496838184,0.0405310551939741,0.643010459280014,0.83490736246109,0.872055983543396,0.90294075012207
S01c004,859076,0.943803928146736,0.060086941806524,0.567969224750996,0.733589738607407,0.829243019223213,0.883036851882935
S01c001,139561,0.912733937092921,0.0805838783962155,0.462864224910736,0.667463839054108,0.749643862247467,0.809613108634949
